hanzi,level,pinyin,definition
章程,6,zhang1 cheng2,rules; regulations; constitution; statute; articles of association (of company); articles of incorporation; charter (of a corporation); by-laws,
长,3,zhang3,chief; head; elder; to grow; to develop,
涨,5,zhang3,"to rise (of prices, rivers)",
长辈,6,zhang3 bei4,elder generation,
掌握,5,zhang3 wo4,"to grasp (often fig.); to master; to know well; to understand sth well and know how to use it; fluency; to control; to seize (initiative, opportunity, destiny)",
障碍,6,zhang4 ai4,barrier; obstruction; hindrance; impediment; obstacle,
丈夫,2,zhang4 fu5,husband; CL:個|个[ge4],
账户,5,zhang4 hu4,a bank account,
帐篷,6,zhang4 peng5,"tent; CL:頂|顶[ding3],座[zuo4]",
招待,5,zhao1 dai4,to receive (guests); to entertain; reception,
招聘,4,zhao1 pin4,recruitment; to invite applications for a job,
朝气蓬勃,6,zhao1 qi4 peng2 bo2,full of youthful energy (idiom); vigorous; energetic; a bright spark,
招收,6,zhao1 shou1,to hire; to recruit,
招投标,6,zhao1 tou2 biao1,bidding; tender,
着急,3,zhao2 ji2,to worry; to feel anxious,
着凉,5,zhao2 liang2,catch cold,
着迷,6,zhao2 mi2,to be fascinated; to be captivated,
找,2,zhao3,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,
沼泽,6,zhao3 ze2,marsh; swamp; wetlands; glade,
照常,5,zhao4 chang2,(business etc) as usual,
照顾,3,zhao4 gu5,to take care of; to show consideration; to attend to; to look after,
召开,5,zhao4 kai1,to convene (a conference or meeting); to convoke; to call together,
照料,6,zhao4 liao4,to tend; to take care of sb,
照片,3,zhao4 pian4,"photo; photograph; picture; CL:張|张[zhang1],套[tao4],幅[fu2]",
照相机,3,zhao4 xiang4 ji1,"camera; CL:個|个[ge4],架[jia4],部[bu4],台[tai2],隻|只[zhi1]",
照样,6,zhao4 yang4,as before; (same) as usual,
照耀,6,zhao4 yao4,shine; illuminate,
照应,6,zhao4 ying4,to correlate with; to correspond to,
遮挡,6,zhe1 dang3,to shelter from; to keep out,
折腾,6,zhe1 teng5,to toss from side to side (e.g. sleeplessly); to repeat sth over and over again; to torment sb; to play crazy,
折,6,zhe2,to break; to snap; to suffer the loss of; to turn; to bend; to admire; to amount to; to discoun; to fold; turning stroke (in Chinese character); booklet,
折磨,6,zhe2 mo2,to persecute; to torment,
哲学,5,zhe2 xue2,philosophy; CL:個|个[ge4],
这,1,zhe4,"this; these; (commonly pr. zhei4 before a classifier, esp. in Beijing)",
这儿,1,zhe4 r5,here,
着,2,zhe5,"particle attached after verb to indicate action in progress, like -ing ending",
真,2,zhen1,really; truly; indeed; real; true; genuine,
针对,5,zhen1 dui4,to be directed against; to be aimed at; to counter; in the light of; in connection with,
珍贵,6,zhen1 gui4,precious,
真理,5,zhen1 li3,truth; CL:個|个[ge4],
真实,5,zhen1 shi2,true; real,
侦探,6,zhen1 tan4,detective; to do detective work,
珍惜,5,zhen1 xi1,treasure; value; cherish; Taiwan pr. zhen1 xi2,
珍稀,6,zhen1 xi1,rare; precious and uncommon,
真相,6,zhen1 xiang4,the truth about sth; the actual facts,
真正,4,zhen1 zheng4,genuine; real; true; genuinely,
真挚,6,zhen1 zhi4,sincere; sincerity,
珍珠,6,zhen1 zhu1,pearl,
斟酌,6,zhen1 zhuo2,to consider; to deliberate; to fill up a cup to the brim,
诊断,5,zhen3 duan4,diagnosis; to diagnose,
枕头,5,zhen3 tou5,pillow,
阵,5,zhen4,disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration,
阵地,6,zhen4 di4,position; front,
镇定,6,zhen4 ding4,calm; unperturbed; cool,
振动,5,zhen4 dong4,vibration,
振奋,6,zhen4 fen4,to stir oneself up; to raise one's spirits; to inspire,
震惊,6,zhen4 jing1,to shock; to astonish,
镇静,6,zhen4 jing4,calm; cool,
阵容,6,zhen4 rong2,troop arrangement; battle formation; line-up (of a sports team etc),
振兴,6,Zhen4 xing1,"Zhengxing district of Dandong city 丹東市|丹东市[Dan1 dong1 shi4], Liaoning",
镇压,6,zhen4 ya1,suppression; repression; to suppress; to put down; to quell,
睁,5,zheng1,to open (eye),
争端,6,zheng1 duan1,dispute; controversy; conflict,
争夺,6,zheng1 duo2,fight over; contest; vie over,
蒸发,6,zheng1 fa1,to evaporate; evaporation,
征服,6,zheng1 fu2,conquer; subdue; vanquish,
争论,5,zheng1 lun4,"to argue; to debate; to contend; argument; contention; controversy; debate; CL:次[ci4],場|场[chang3]",
争气,6,zheng1 qi4,to work hard for sth; to resolve on improvement; determined not to fall short,
征求,5,zheng1 qiu2,"to solicit; to seek; to request (opinions, feedback etc); to petition",
争取,5,zheng1 qu3,to fight for; to strive for; to win over,
征收,6,zheng1 shou1,to levy (a fine); to impose (a tariff),
争先恐后,6,zheng1 xian1 kong3 hou4,striving to be first and fearing to be last (idiom); outdoing one another,
争议,6,zheng1 yi4,controversy; dispute,
正月,6,zheng1 yue4,first month of the lunar year,
挣扎,6,zheng1 zha2,to struggle; struggling,
整顿,6,zheng3 dun4,to tidy up; to reorganize; to consolidate; to rectify,
整个,5,zheng3 ge4,whole; entire; total,
整理,4,zheng3 li3,"to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data, files); to pack (luggage)",
整齐,4,zheng3 qi2,orderly; neat; even; tidy,
整体,5,zheng3 ti3,"whole entity; entire body; synthesis; as a whole (situation, construction, team etc); global; macrocosm; integral; holistic; whole",
正,5,zheng4,upright; centrally located; (of time or figure) exactly; correct; (of taste) pure,
政策,5,zheng4 ce4,policy; CL:個|个[ge4],
正常,4,zheng4 chang2,regular; normal; ordinary,
正当,6,zheng4 dang1,honest; reasonable; fair; sensible; timely; just (when needed),
政府,5,zheng4 fu3,government; CL:個|个[ge4],
正负,6,zheng4 fu4,positive and negative,
正规,6,zheng4 gui1,regular; according to standards,
正好,4,zheng4 hao3,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that,
证件,5,zheng4 jian4,paperwork; credentials,
正经,6,zheng4 jing5,decent; honorable; proper; serious; according to standards,
证据,5,zheng4 ju4,evidence; proof; testimony,
证明,4,zheng4 ming2,proof; certificate; identification; testimonial; CL:個|个[ge4]; to prove; to testify; to confirm the truth of,
正气,6,zheng4 qi4,healthy environment; healthy atmosphere; righteousness; vital energy (in Chinese medicine),
挣钱,5,zheng4 qian2,to make money,
政权,6,zheng4 quan2,regime; (wield) political power,
正确,4,zheng4 que4,correct; proper,
证实,6,zheng4 shi2,to confirm (sth to be true); to verify,
正式,4,zheng4 shi4,formal; official,
证书,6,zheng4 shu1,credentials; certificate,
正义,6,zheng4 yi4,justice; righteous; righteousness,
正在,2,zheng4 zai4,in the process of (doing something or happening); while (doing),
政治,5,zheng4 zhi4,politics; political,
郑重,6,zheng4 zhong4,serious,
症状,6,zheng4 zhuang4,symptom (of an illness),
之,4,zhi1,"(possessive particle, literary equivalent of 的); him; her; it",
支,5,zhi1,"to support; to sustain; to erect; to raise; branch; division; to draw money; surname Zhi; classifier for rods such as pens and guns, for army divisions and for songs or compositions; watt, classifier for power of light bulbs",
只,4,zhi1,"classifier for birds and certain animals, one of a pair, some utensils, vessels etc",
枝,6,zhi1,"branch; classifier for sticks, rods, pencils etc",
支撑,6,zhi1 cheng1,to prop up; to support; strut; brace,
支持,4,zhi1 chi2,to be in favor of; to support; to back; support; backing; to stand by; CL:個|个[ge4],
支出,6,zhi1 chu1,to spend; to pay out; expense,
知道,5,zhi1 dao4,to know; to be aware of,
脂肪,6,zhi1 fang2,body fat,
知觉,6,zhi1 jue2,perception; consciousness,
支流,6,zhi1 liu2,tributary (river),
支配,6,zhi1 pei4,to dominate; to allocate,
支票,5,zhi1 piao4,check (bank); cheque; CL:本[ben3],
知识,4,zhi1 shi5,intellectual; knowledge-related; knowledge; CL:門|门[men2],
支援,6,zhi1 yuan2,to provide assistance; to support; to back,
支柱,6,zhi1 zhu4,mainstay; pillar; prop; backbone,
知足常乐,6,zhi1 zu2 chang2 le4,satisfied with what one has (idiom),
直,5,zhi2,straight; to straighten; fair and reasonable; frank; straightforward; (indicates continuing motion or action); vertical; vertical downward stroke in Chinese characters,
值班,6,zhi2 ban1,to work a shift; on duty,
直播,6,zhi2 bo1,live broadcast (not recorded); direct internet broadcasting,
值得,4,zhi2 de5,to be worth; to deserve,
直接,4,zhi2 jie1,direct; opposite: indirect 間接|间接; immediate; directly; straightforward,
殖民地,6,zhi2 min2 di4,colony,
职能,6,zhi2 neng2,function; role,
职位,6,zhi2 wei4,post; office; position,
植物,4,zhi2 wu4,botanical; plant; vegetation; CL:種|种[zhong3],
职务,6,zhi2 wu4,post; position; job; duties,
执行,5,zhi2 xing2,implement; carry out; to execute; to run,
职业,4,zhi2 ye4,occupation; profession; vocation; professional,
执照,5,zhi2 zhao4,a license; a permit,
只,3,zhi3,only; merely; just; but,
指,4,zhi3,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,
指标,6,zhi3 biao1,norm; index; target,
指导,5,zhi3 dao3,to guide; to give directions; to direct; to coach; guidance; tuition; CL:個|个[ge4],
指定,6,zhi3 ding4,to appoint; to assign; to indicate clearly and with certainty; designated,
只好,4,zhi3 hao3,without any better option; to have to; to be forced to,
指挥,5,zhi3 hui1,to conduct; to command; to direct; conductor (of an orchestra); CL:個|个[ge4],
指甲,6,zhi3 jia5,fingernail,
指令,6,zhi3 ling4,order; command; instruction,
指南针,6,zhi3 nan2 zhen1,compass,
指示,6,zhi3 shi4,to point out; to indicate; to instruct; directives; instructions; CL:個|个[ge4],
指望,6,zhi3 wang4,to hope for sth; to count on; hope,
只要,4,zhi3 yao4,if only; so long as,
指责,6,zhi3 ze2,to criticize; to find fault with; to denounce,
治安,6,zhi4 an1,law and order; public security,
制裁,6,zhi4 cai2,to punish; punishment; sanctions (incl. economic),
致辞,6,zhi4 ci2,"to express in words or writing; to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc); to address (an audience); same as 致詞|致词",
制定,5,zhi4 ding4,to draw up; to formulate,
制订,6,zhi4 ding4,to work out; to formulate,
制度,5,zhi4 du4,"system (e.g. political, adminstrative etc); institution; CL:個|个[ge4]",
制服,6,zhi4 fu2,"to subdue; to check; to bring under control; (in former times) what one is allowed to wear depending on social status; uniform (army, party, school etc); livery (for company employees); CL:套[tao4]",
智慧,5,zhi4 hui4,wisdom; knowledge; intelligent; intelligence,
至今,5,zhi4 jin1,until now,
治理,6,zhi4 li3,to govern; to administer; to manage; to control,
智力,6,zhi4 li4,intelligence; intellect,
致力于,6,zhi4 li4 yu2,to devote to; to dedicate to,
质量,4,zhi4 liang4,quality; mass (in physics); CL:個|个[ge4],
治疗,5,zhi4 liao2,to treat; to cure; medical treatment; cure,
滞留,6,zhi4 liu2,to detain; retention,
智能,6,zhi4 neng2,"intelligent; able; smart (phone, system, bomb etc)",
志气,6,zhi4 qi4,ambition; resolve; backbone; drive; spirit,
智商,6,zhi4 shang1,IQ (intelligence quotient),
至少,4,zhi4 shao3,at least; (to say the) least,
致使,6,zhi4 shi3,to cause; to result in,
秩序,5,zhi4 xu4,order (orderly); order (sequence); social order; the state (of society); CL:個|个[ge4],
至于,5,zhi4 yu2,as for; as to; to go so far as to,
志愿者,5,zhi4 yuan4 zhe3,volunteer,
制约,6,zhi4 yue1,to restrict; condition,
制造,4,zhi4 zao4,to manufacture; to make,
制止,6,zhi4 zhi3,to curb; to put a stop to; to stop; to check; to limit,
制作,5,zhi4 zuo4,make; manufacture,
钟,5,zhong1,"clock; o'clock; time as measured in hours and minutes; bell; CL:架[jia4],座[zuo4]",
忠诚,6,zhong1 cheng2,devoted; fidelity; loyal; loyalty,
终点,6,zhong1 dian3,the end; end point; finishing line (in a race); destination; terminus; CL:個|个[ge4],
中断,6,zhong1 duan4,to cut short; to break off; to discontinue,
中国,1,Zhong1 guo2,China; Middle Kingdom,
中间,3,zhong1 jian1,between; intermediate; mid; middle,
中介,5,zhong1 jie4,to act as intermediary; to link; intermediate; inter-; agency; agent,
终究,6,zhong1 jiu1,in the end; after all is said and done,
中立,6,zhong1 li4,neutral,
终年,6,zhong1 nian2,entire year; throughout the year; age at death,
终身,6,zhong1 shen1,lifelong; all one's life; marriage,
忠实,6,zhong1 shi2,faithful,
中文,4,Zhong1 wen2,Chinese; Chinese written language; Chinese writing,
中午,1,zhong1 wu3,noon; midday; CL:個|个[ge4],
中心,5,zhong1 xin1,center; heart; core; CL:個|个[ge4],
衷心,6,zhong1 xin1,heartfelt; wholehearted; cordial,
中旬,5,zhong1 xun2,middle third of a month,
中央,6,zhong1 yang1,central; middle; center; central authorities (of a state),
终于,3,zhong1 yu2,at last; in the end; finally; eventually,
终止,6,zhong1 zhi3,to stop; to terminate (law),
种,3,zhong3,"abbr. for 物種|物种, genus; race; seed; breed; species; strain; kind; type; has guts (i.e. courage); nerve; classifier for types: kind, sort; classifier for languages",
肿瘤,6,zhong3 liu2,tumor,
种子,6,zhong3 zi5,"seed; CL:顆|颗[ke1],粒[li4]",
种族,6,zhong3 zu2,race; ethnicity,
重,5,zhong4,heavy; serious,
重点,4,zhong4 dian3,emphasis; focal point; priority; key; with the emphasis on; focusing on,
重量,5,zhong4 liang4,weight; CL:個|个[ge4],
重视,4,zhong4 shi4,to attach importance to sth; to value,
众所周知,6,zhong4 suo3 zhou1 zhi1,as everyone knows (idiom),
重心,6,zhong4 xin1,center of gravity; central core; main part,
重要,3,zhong4 yao4,important; significant; major,
州,6,zhou1,prefecture; state (e.g. of US); province (old); administrative division (old),
舟,6,zhou1,boat,
粥,6,zhou1,porridge (of rice or millet),
周边,6,zhou1 bian1,periphery; rim,
周到,5,zhou1 dao5,thoughtful; considerate; attentive; thorough,
周密,6,zhou1 mi4,careful; thorough,
周末,3,zhou1 mo4,weekend,
周年,6,zhou1 nian2,anniversary; annual,
周期,6,zhou1 qi1,period; cycle,
周围,4,zhou1 wei2,surroundings; environment; to encompass,
周折,6,zhou1 zhe2,complication; twists and turns; problem; setback,
周转,6,zhou1 zhuan3,turnover (in cash or personnel); to have enough resources to cover a need,
皱纹,6,zhou4 wen2,wrinkle; CL:道[dao4],
昼夜,6,zhou4 ye4,"day and night; period of 24 hours; continuously, without stop",
猪,4,zhu1,"hog; pig; swine; CL:口[kou3],頭|头[tou2]",
株,6,zhu1,tree trunk; stump (tree root); a plant; classifier for trees or plants; to involve others (in shady business),
诸位,6,zhu1 wei4,(pron) everyone; Ladies and Gentlemen; Sirs,
逐步,5,zhu2 bu4,progressively; step by step,
逐渐,4,zhu2 jian4,gradually,
逐年,6,zhu2 nian2,year after year; with each passing year; over the years,
竹子,5,zhu2 zi5,"bamboo; CL:棵[ke1],支[zhi1],根[gen1]",
煮,5,zhu3,to cook; to boil,
拄,6,zhu3,to lean on; to prop on,
主办,6,zhu3 ban4,to organize; to host (a conference or sports event),
主持,5,zhu3 chi2,to take charge of; to manage or direct; to preside over; to uphold; to stand for (eg justice); to host (a TV or radio program etc),
主导,6,zhu3 dao3,to lead; to manage,
主动,4,zhu3 dong4,to take the initiative; to do sth of one's own accord; active; opposite: passive 被動|被动[bei4 dong4]; drive (of gears and shafts etc),
嘱咐,5,zhu3 fu4,to tell; to exhort; injunction,
主观,5,zhu3 guan1,subjective,
主管,6,zhu3 guan3,in charge; responsible for,
主流,6,zhu3 liu2,main stream (of a river); fig. the essential point; main viewpoint of a matter,
主权,6,zhu3 quan2,sovereignty,
主人,5,zhu3 ren2,master; host; CL:個|个[ge4],
主题,6,zhu3 ti2,theme; subject,
主席,5,zhu3 xi2,"chairperson; premier; chairman; CL:個|个[ge4],位[wei4]",
主要,3,zhu3 yao4,main; principal; major; primary,
主意,4,zhu3 yi5,plan; idea; decision; CL:個|个[ge4],
主张,5,zhu3 zhang1,to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion; CL:個|个[ge4],
住,1,zhu4,to live; to dwell; to stay; to reside; to stop,
祝,3,zhu4,invoke; pray to; wish; to express good wishes; surname Zhu,
注册,5,zhu4 ce4,to register; to enroll,
祝福,5,zhu4 fu2,blessings; wish well,
祝贺,4,zhu4 he4,to congratulate; congratulations; CL:個|个[ge4],
助理,6,zhu4 li3,assistant,
著名,4,zhu4 ming2,famous; noted; well-known; celebrated,
注射,6,zhu4 she4,injection; to inject,
注视,6,zhu4 shi4,to watch attentively; to gaze,
注释,6,zhu4 shi4,marginal notes; annotation; to annotate; to add comments to text,
助手,6,zhu4 shou3,assistant; helper,
注意,3,zhu4 yi4,to take note of; to pay attention to,
铸造,6,zhu4 zao4,to cast (pour metal into a mold),
驻扎,6,zhu4 zha1,to station; to garrison (troops),
住宅,6,zhu4 zhai2,residence; tenement,
注重,6,zhu4 zhong4,to pay attention to; to emphasize,
著作,6,zhu4 zuo4,to write; literary work; book; article; writings; CL:部[bu4],
抓紧,5,zhua1 jin3,to grasp firmly; to pay special attention to; to rush in; to make the most of,
